country,year,sex,age,suicides_no,population,suicides_100k_pop
Egypt,2013,female,15-24 years,9,8111039,0.11095989058861631
Egypt,2013,female,25-34 years,4,7496406,0.05335890291961241
Egypt,2013,female,35-54 years,4,9327151,0.042885549939097156
Egypt,2013,female,5-14 years,3,8727421,0.03437441599299495
Egypt,2013,female,55-74 years,3,4336030,0.06918771318464126
Egypt,2013,female,75+ years,0,913957,0.0
Egypt,2013,male,15-24 years,42,8452266,0.4969081664017673
Egypt,2013,male,25-34 years,32,7718185,0.41460524721809594
Egypt,2013,male,35-54 years,33,9479243,0.34812906473649846
Egypt,2013,male,5-14 years,7,9256180,0.0756251498998507
Egypt,2013,male,55-74 years,10,4012112,0.2492452852761837
Egypt,2013,male,75+ years,2,601399,0.33255791911858845
Egypt,2014,female,15-24 years,7,8442382,0.08291498773687332
Egypt,2014,female,25-34 years,7,7439118,0.09409717657388954
Egypt,2014,female,35-54 years,2,8986655,0.02225522177050304
Egypt,2014,female,5-14 years,0,8357003,0.0
Egypt,2014,female,55-74 years,0,4002324,0.0
Egypt,2014,female,75+ years,1,554985,0.18018505004639765
Egypt,2014,male,15-24 years,27,8875501,0.3042081793467208
Egypt,2014,male,25-34 years,17,7690634,0.22104809564465036
Egypt,2014,male,35-54 years,15,9160685,0.16374321352606275
Egypt,2014,male,5-14 years,3,8952300,0.033510941322341746
Egypt,2014,male,55-74 years,7,3982391,0.1757738002119832
Egypt,2014,male,75+ years,2,537562,0.37205010770850616
Egypt,2015,female,15-24 years,7,8654601,0.08088183383612947
Egypt,2015,female,25-34 years,1,7626113,0.013112840053642006
Egypt,2015,female,35-54 years,3,9212517,0.03256439038321449
Egypt,2015,female,5-14 years,1,8567070,0.011672602184877676
Egypt,2015,female,55-74 years,1,4102872,0.024373170793531948
Egypt,2015,female,75+ years,0,568921,0.0
Egypt,2015,male,15-24 years,8,9091531,0.0879939803318055
Egypt,2015,male,25-34 years,6,7877832,0.07616308649384754
Egypt,2015,male,35-54 years,14,9383632,0.1491959616489649
Egypt,2015,male,5-14 years,2,9170196,0.02180978465454828
Egypt,2015,male,55-74 years,5,4079251,0.12257152109541679
Egypt,2015,male,75+ years,0,550630,0.0
El Salvador,1990,female,15-24 years,112,528567,21.189366721721182
El Salvador,1990,female,25-34 years,43,383005,11.2270074803201
El Salvador,1990,female,35-54 years,24,477092,5.030476302264552
El Salvador,1990,female,5-14 years,7,671315,1.0427295680865167
El Salvador,1990,female,55-74 years,9,221802,4.057673059755999
El Salvador,1990,female,75+ years,1,42375,2.359882005899705
El Salvador,1990,male,15-24 years,127,504932,25.151901642201327
El Salvador,1990,male,25-34 years,119,339719,35.02895039724007
El Salvador,1990,male,35-54 years,81,427335,18.954684264101935
El Salvador,1990,male,5-14 years,1,682878,0.14643904182006157
El Salvador,1990,male,55-74 years,34,201577,16.867003676014626
El Salvador,1990,male,75+ years,13,29955,43.39843097980304
El Salvador,1991,female,15-24 years,97,536557,18.078228408165394
El Salvador,1991,female,25-34 years,28,392748,7.12925336347989
El Salvador,1991,female,35-54 years,17,490048,3.4690479299986943
El Salvador,1991,female,5-14 years,8,668713,1.1963278715981294
El Salvador,1991,female,55-74 years,3,228668,1.3119457029405077
El Salvador,1991,female,75+ years,1,44305,2.257081593499605
El Salvador,1991,male,15-24 years,98,513452,19.086496887732444
El Salvador,1991,male,25-34 years,88,347533,25.32133639107653
El Salvador,1991,male,35-54 years,76,434946,17.473433483696827
El Salvador,1991,male,5-14 years,1,680531,0.1469440774924287
El Salvador,1991,male,55-74 years,39,207938,18.755590608739144
El Salvador,1991,male,75+ years,18,31546,57.05953211183668
El Salvador,1992,female,15-24 years,87,582300,14.940752189592994
El Salvador,1992,female,25-34 years,34,378700,8.978082915236334
El Salvador,1992,female,35-54 years,16,453500,3.528114663726571
El Salvador,1992,female,5-14 years,6,673800,0.8904719501335708
El Salvador,1992,female,55-74 years,2,227500,0.8791208791208792
El Salvador,1992,female,75+ years,2,42600,4.694835680751174
El Salvador,1992,male,15-24 years,83,568700,14.594689643045543
El Salvador,1992,male,25-34 years,72,327300,21.998166819431713
El Salvador,1992,male,35-54 years,71,415900,17.071411396970426
El Salvador,1992,male,5-14 years,6,694500,0.8639308855291576
El Salvador,1992,male,55-74 years,36,198300,18.15431164901664
El Salvador,1992,male,75+ years,4,28500,14.035087719298245
El Salvador,1993,female,15-24 years,81,602300,13.448447617466378
El Salvador,1993,female,25-34 years,29,392000,7.3979591836734695
El Salvador,1993,female,35-54 years,19,468000,4.05982905982906
El Salvador,1993,female,5-14 years,13,670500,1.9388516032811336
El Salvador,1993,female,55-74 years,6,233000,2.575107296137339
El Salvador,1993,female,75+ years,4,45400,8.81057268722467
El Salvador,1993,male,15-24 years,113,594200,19.017165937394818
El Salvador,1993,male,25-34 years,83,339200,24.46933962264151
El Salvador,1993,male,35-54 years,43,425700,10.1010101010101
El Salvador,1993,male,5-14 years,4,691300,0.5786199913207001
El Salvador,1993,male,55-74 years,23,202600,11.352418558736426
El Salvador,1993,male,75+ years,6,30100,19.93355481727575
El Salvador,1995,female,15-24 years,114,556096,20.500057544021175
El Salvador,1995,female,25-34 years,42,427927,9.814758124633407
El Salvador,1995,female,35-54 years,23,546262,4.210433821133449
El Salvador,1995,female,5-14 years,16,664854,2.406543391481438
El Salvador,1995,female,55-74 years,6,260709,2.3014165218692106
El Salvador,1995,female,75+ years,1,51334,1.9480266490045584
El Salvador,1995,male,15-24 years,171,534966,31.96464822063458
El Salvador,1995,male,25-34 years,124,374095,33.14666060759967
El Salvador,1995,male,35-54 years,90,466571,19.289668667791183
El Salvador,1995,male,5-14 years,4,681362,0.58705944857506
El Salvador,1995,male,55-74 years,20,235530,8.491487283997794
El Salvador,1995,male,75+ years,9,36691,24.529176092229704
El Salvador,1996,female,15-24 years,112,559279,20.025783195864676
El Salvador,1996,female,25-34 years,22,434209,5.066684476830282
El Salvador,1996,female,35-54 years,20,557964,3.584460646206565
El Salvador,1996,female,5-14 years,7,666674,1.0499884501270484
El Salvador,1996,female,55-74 years,7,267732,2.614554853360824
El Salvador,1996,female,75+ years,0,53852,0.0
El Salvador,1996,male,15-24 years,128,536760,23.84678441016469
El Salvador,1996,male,25-34 years,110,379510,28.984743485020157
El Salvador,1996,male,35-54 years,82,472893,17.3400748160789
El Salvador,1996,male,5-14 years,2,683884,0.29244725713717534
El Salvador,1996,male,55-74 years,40,240800,16.611295681063122
El Salvador,1996,male,75+ years,10,38834,25.750630890456815
El Salvador,1997,female,15-24 years,109,561311,19.41882485823367
El Salvador,1997,female,25-34 years,39,440015,8.863334204515755
El Salvador,1997,female,35-54 years,28,570003,4.912254847781503
El Salvador,1997,female,5-14 years,15,670365,2.237586986194088
El Salvador,1997,female,55-74 years,5,275078,1.817666261932979
El Salvador,1997,female,75+ years,2,56321,3.5510733119085245
El Salvador,1997,male,15-24 years,128,537324,23.821753727732244
El Salvador,1997,male,25-34 years,93,384050,24.2155969274834
El Salvador,1997,male,35-54 years,106,479586,22.10239665044434
El Salvador,1997,male,5-14 years,1,688541,0.14523463381265603
El Salvador,1997,male,55-74 years,47,245832,19.11874776269973
El Salvador,1997,male,75+ years,4,40876,9.785693316371466
El Salvador,1998,female,15-24 years,92,562249,16.362857025979594
El Salvador,1998,female,25-34 years,35,445330,7.859340264522938
El Salvador,1998,female,35-54 years,22,582217,3.7786598467581674
El Salvador,1998,female,5-14 years,13,675678,1.9239933814627679
El Salvador,1998,female,55-74 years,5,282668,1.7688595808510337
El Salvador,1998,female,75+ years,0,58692,0.0
El Salvador,1998,male,15-24 years,108,537038,20.11030876772221
El Salvador,1998,male,25-34 years,94,387565,24.25399610387935
El Salvador,1998,male,35-54 years,98,486466,20.145292785107284
El Salvador,1998,male,5-14 years,4,695037,0.5755089297404311
El Salvador,1998,male,55-74 years,36,250628,14.363917838389964
El Salvador,1998,male,75+ years,5,42770,11.690437222352116
El Salvador,1999,female,15-24 years,94,562372,16.714914682807823
El Salvador,1999,female,25-34 years,28,450238,6.218933097606155
El Salvador,1999,female,35-54 years,27,594483,4.54176149696459
El Salvador,1999,female,5-14 years,14,682007,2.052764854319677
El Salvador,1999,female,55-74 years,5,290451,1.7214607627448348
El Salvador,1999,female,75+ years,1,60903,1.6419552403001494
El Salvador,1999,male,15-24 years,115,536426,21.43818532285907
El Salvador,1999,male,25-34 years,84,390125,21.531560397308553
El Salvador,1999,male,35-54 years,101,493326,20.47327730547346
El Salvador,1999,male,5-14 years,5,702754,0.7114865230222809
El Salvador,1999,male,55-74 years,33,255222,12.929919834497026
El Salvador,1999,male,75+ years,8,44452,17.996940520111583
El Salvador,2000,female,15-24 years,82,562148,14.586905939361163
El Salvador,2000,female,25-34 years,25,454793,5.49700633035249
El Salvador,2000,female,35-54 years,23,606774,3.790538157534766
El Salvador,2000,female,5-14 years,4,688554,0.5809275670463029
El Salvador,2000,female,55-74 years,4,298428,1.3403568029809534
El Salvador,2000,female,75+ years,4,62940,6.355258976803305
El Salvador,2000,male,15-24 years,110,536079,20.519363750491998
El Salvador,2000,male,25-34 years,82,391884,20.924559308366764
El Salvador,2000,male,35-54 years,91,500065,18.19763430754002
El Salvador,2000,male,5-14 years,2,710919,0.2813260019777218
El Salvador,2000,male,55-74 years,31,259670,11.938229291023221
El Salvador,2000,male,75+ years,3,45935,6.530967671710025
El Salvador,2001,female,15-24 years,74,563601,13.129856050645758
El Salvador,2001,female,25-34 years,27,459669,5.873791793660221
El Salvador,2001,female,35-54 years,30,618020,4.854211837804602
El Salvador,2001,female,5-14 years,12,695687,1.7249136465105717
El Salvador,2001,female,55-74 years,6,304753,1.9688075260949032
El Salvador,2001,female,75+ years,3,65804,4.558993374262963
El Salvador,2001,male,15-24 years,130,535877,24.25929830912691
El Salvador,2001,male,25-34 years,90,395177,22.774604797343976
El Salvador,2001,male,35-54 years,91,506547,17.964769310646396
El Salvador,2001,male,5-14 years,1,718288,0.13921992292785065
El Salvador,2001,male,55-74 years,42,263234,15.95538570245485
El Salvador,2001,male,75+ years,8,48437,16.516299523091853
El Salvador,2002,female,15-24 years,76,565074,13.44956589756386
El Salvador,2002,female,25-34 years,18,464461,3.8754599417389186
El Salvador,2002,female,35-54 years,24,629533,3.812349789447098
El Salvador,2002,female,5-14 years,7,702143,0.9969479151682776
El Salvador,2002,female,55-74 years,7,311230,2.2491405070205315
El Salvador,2002,female,75+ years,0,68473,0.0
El Salvador,2002,male,15-24 years,95,535886,17.727651030256435
El Salvador,2002,male,25-34 years,71,397854,17.84574240801902
El Salvador,2002,male,35-54 years,84,513122,16.370375856034237
El Salvador,2002,male,5-14 years,4,725313,0.5514860480923408
El Salvador,2002,male,55-74 years,39,266616,14.627779278062834
El Salvador,2002,male,75+ years,11,50753,21.673595649518255
El Salvador,2003,female,15-24 years,79,567174,13.928706181877166
El Salvador,2003,female,25-34 years,19,468892,4.052105815411651
El Salvador,2003,female,35-54 years,23,641104,3.587561456487559
El Salvador,2003,female,5-14 years,10,707158,1.4141111321656545
El Salvador,2003,female,55-74 years,7,317915,2.201846405485743
El Salvador,2003,female,75+ years,1,71062,1.4072218625988573
El Salvador,2003,male,15-24 years,112,537000,20.85661080074488
El Salvador,2003,male,25-34 years,117,399587,29.280231839374153
El Salvador,2003,male,35-54 years,102,519619,19.629767194810043
El Salvador,2003,male,5-14 years,3,731167,0.4103029813982305
El Salvador,2003,male,55-74 years,46,269903,17.04315995005613
El Salvador,2003,male,75+ years,8,52961,15.105454957421498
El Salvador,2004,female,15-24 years,60,570702,10.513367747090426
El Salvador,2004,female,25-34 years,22,472515,4.655936848565654
El Salvador,2004,female,35-54 years,20,652329,3.0659375867085474
El Salvador,2004,female,5-14 years,8,709844,1.1270081877144837
El Salvador,2004,female,55-74 years,4,324903,1.2311366777161183
El Salvador,2004,female,75+ years,1,73698,1.3568889250725935
El Salvador,2004,male,15-24 years,108,540251,19.990708022752386
El Salvador,2004,male,25-34 years,86,399986,21.50075252633842
El Salvador,2004,male,35-54 years,104,525677,19.78401185518864
El Salvador,2004,male,5-14 years,2,734891,0.27214920307909607
El Salvador,2004,male,55-74 years,42,273214,15.37256509549291
El Salvador,2004,male,75+ years,7,55160,12.69035532994924
El Salvador,2005,female,15-24 years,65,576188,11.281040216040598
El Salvador,2005,female,25-34 years,22,475096,4.630643070032162
El Salvador,2005,female,35-54 years,12,662917,1.810181365087937
El Salvador,2005,female,5-14 years,12,709756,1.6907218818861693
El Salvador,2005,female,55-74 years,3,332256,0.902918231724935
El Salvador,2005,female,75+ years,4,76442,5.2327254650584765
El Salvador,2005,male,15-24 years,103,546352,18.852314991068027
El Salvador,2005,male,25-34 years,86,398935,21.557396568363266
El Salvador,2005,male,35-54 years,88,530976,16.57325378171518
El Salvador,2005,male,5-14 years,4,735965,0.5435041068529074
El Salvador,2005,male,55-74 years,47,276600,16.992046276211134
El Salvador,2005,male,75+ years,9,57396,15.680535228935815
El Salvador,2006,female,15-24 years,61,583805,10.4486943414325
El Salvador,2006,female,25-34 years,24,478826,5.012259150505612
El Salvador,2006,female,35-54 years,23,674459,3.4101405719250537
El Salvador,2006,female,5-14 years,4,706040,0.5665401393688743
El Salvador,2006,female,55-74 years,5,339861,1.4711896922565402
El Salvador,2006,female,75+ years,1,80379,1.2441060475994974
El Salvador,2006,male,15-24 years,89,554177,16.059850914058146
El Salvador,2006,male,25-34 years,80,401266,19.93689971241022
El Salvador,2006,male,35-54 years,78,537725,14.505555813845367
El Salvador,2006,male,5-14 years,5,731674,0.6833644491945866
El Salvador,2006,male,55-74 years,32,280005,11.428367350583025
El Salvador,2006,male,75+ years,9,60827,14.796060959771154
El Salvador,2007,female,15-24 years,57,592288,9.623696580042141
El Salvador,2007,female,25-34 years,22,481271,4.571229099613316
El Salvador,2007,female,35-54 years,14,684881,2.0441507356752484
El Salvador,2007,female,5-14 years,9,698018,1.2893650307012139
El Salvador,2007,female,55-74 years,8,347632,2.301284116537028
El Salvador,2007,female,75+ years,2,84282,2.372985928193446
El Salvador,2007,male,15-24 years,93,563128,16.51489537014675
El Salvador,2007,male,25-34 years,114,401997,28.358420585228245
El Salvador,2007,male,35-54 years,111,543505,20.42299518863672
El Salvador,2007,male,5-14 years,5,723366,0.6912130235593047
El Salvador,2007,male,55-74 years,53,283342,18.70531019051182
El Salvador,2007,male,75+ years,13,64151,20.26468800174588
El Salvador,2008,female,15-24 years,53,601543,8.810675213575754
El Salvador,2008,female,25-34 years,26,482895,5.384193251120845
El Salvador,2008,female,35-54 years,29,694764,4.174079255689702
El Salvador,2008,female,5-14 years,5,686491,0.7283416679898207
El Salvador,2008,female,55-74 years,2,355666,0.5623253276950847
El Salvador,2008,female,75+ years,1,88207,1.1336968721303298
El Salvador,2008,male,15-24 years,106,573262,18.490672676716752
El Salvador,2008,male,25-34 years,103,401584,25.64843220845452
El Salvador,2008,male,35-54 years,103,548836,18.766990503538395
El Salvador,2008,male,5-14 years,5,711888,0.7023576742408918
El Salvador,2008,male,55-74 years,38,286738,13.252516234332388
El Salvador,2008,male,75+ years,19,67413,28.184474804562917
El Salvador,2009,female,15-24 years,55,611290,8.997366225523075
El Salvador,2009,female,25-34 years,27,484388,5.574043948239841
El Salvador,2009,female,35-54 years,16,704865,2.269938215119207
El Salvador,2009,female,5-14 years,6,672905,0.891656325930109
El Salvador,2009,female,55-74 years,7,364066,1.9227282965176644
El Salvador,2009,female,75+ years,2,92201,2.1691738701315604
El Salvador,2009,male,15-24 years,95,584388,16.256322853994266
El Salvador,2009,male,25-34 years,120,400776,29.9419126893826
El Salvador,2009,male,35-54 years,113,554321,20.385300214135853
El Salvador,2009,male,5-14 years,3,698731,0.429349778383956
El Salvador,2009,male,55-74 years,49,290324,16.87769526460093
El Salvador,2009,male,75+ years,13,70655,18.39926402943882
El Salvador,2010,female,15-24 years,44,621228,7.082745787375972
El Salvador,2010,female,25-34 years,19,486153,3.90823465040841
El Salvador,2010,female,35-54 years,20,715456,2.795419983898381
El Salvador,2010,female,5-14 years,7,658707,1.0626879629334438
El Salvador,2010,female,55-74 years,3,372845,0.8046239053762286
El Salvador,2010,female,75+ years,2,96291,2.0770373139753455
El Salvador,2010,male,15-24 years,81,596366,13.582263241029837
El Salvador,2010,male,25-34 years,93,400088,23.24488612505249
El Salvador,2010,male,35-54 years,73,560083,13.033782492951937
El Salvador,2010,male,5-14 years,1,685233,0.1459357619962845
El Salvador,2010,male,55-74 years,45,294119,15.299929620323747
El Salvador,2010,male,75+ years,11,73884,14.888203129229604
El Salvador,2011,female,15-24 years,52,630434,8.248286101320678
El Salvador,2011,female,25-34 years,26,488848,5.318626648774261
El Salvador,2011,female,35-54 years,22,725601,3.0319693605714435
El Salvador,2011,female,5-14 years,12,642054,1.869001672756497
El Salvador,2011,female,55-74 years,3,380644,0.7881379977091456
El Salvador,2011,female,75+ years,3,100865,2.9742725425073115
El Salvador,2011,male,15-24 years,116,607120,19.106601660297798
El Salvador,2011,male,25-34 years,100,402814,24.82535363716256
El Salvador,2011,male,35-54 years,85,565884,15.020746301362117
El Salvador,2011,male,5-14 years,12,666916,1.7993270516826707
El Salvador,2011,male,55-74 years,39,297029,13.130031074406876
El Salvador,2011,male,75+ years,15,77576,19.33587707538414
El Salvador,2012,female,15-24 years,56,639803,8.752694188679953
El Salvador,2012,female,25-34 years,26,492068,5.28382256110944
El Salvador,2012,female,35-54 years,19,736698,2.5790758221143535
El Salvador,2012,female,5-14 years,9,626538,1.436465146567327
El Salvador,2012,female,55-74 years,4,389103,1.028005438148768
El Salvador,2012,female,75+ years,2,105481,1.8960760705719513
El Salvador,2012,male,15-24 years,100,618195,16.176125656144098
El Salvador,2012,male,25-34 years,109,406026,26.845571465866715
El Salvador,2012,male,35-54 years,98,572655,17.113270642882714
El Salvador,2012,male,5-14 years,11,650570,1.6908249688734494
El Salvador,2012,male,55-74 years,62,300461,20.634957615131416
El Salvador,2012,male,75+ years,16,81225,19.698368728839643
El Salvador,2013,female,15-24 years,43,648028,6.635515749319474
El Salvador,2013,female,25-34 years,22,496109,4.4345093517755165
El Salvador,2013,female,35-54 years,19,748153,2.5395874907939953
El Salvador,2013,female,5-14 years,7,612761,1.1423703532045937
El Salvador,2013,female,55-74 years,7,398116,1.7582815058927548
El Salvador,2013,female,75+ years,0,110144,0.0
El Salvador,2013,male,15-24 years,79,628312,12.573371191382625
El Salvador,2013,male,25-34 years,95,409974,23.17220116397625
El Salvador,2013,male,35-54 years,129,579811,22.24862929471845
El Salvador,2013,male,5-14 years,6,636699,0.9423605188637016
El Salvador,2013,male,55-74 years,59,304397,19.382582614151914
El Salvador,2013,male,75+ years,18,84746,21.23994052816652
El Salvador,2014,female,15-24 years,33,653215,5.051935427079904
El Salvador,2014,female,25-34 years,24,501438,4.786234788747562
El Salvador,2014,female,35-54 years,27,758979,3.5574106793468596
El Salvador,2014,female,5-14 years,4,601023,0.6655319347179726
El Salvador,2014,female,55-74 years,11,407576,2.6988831530806525
El Salvador,2014,female,75+ years,9,114804,7.8394481028535585
El Salvador,2014,male,15-24 years,51,635499,8.025189654114326
El Salvador,2014,male,25-34 years,77,415163,18.546932168810805
El Salvador,2014,male,35-54 years,85,586412,14.494928480317594
El Salvador,2014,male,5-14 years,2,625429,0.31978050266297214
El Salvador,2014,male,55-74 years,44,308802,14.2486123794535
El Salvador,2014,male,75+ years,19,87989,21.593608291945586
Estonia,1985,female,15-24 years,7,103200,6.782945736434108
Estonia,1985,female,25-34 years,9,118500,7.59493670886076
Estonia,1985,female,35-54 years,35,206900,16.91638472692122
Estonia,1985,female,5-14 years,2,109000,1.8348623853211008
Estonia,1985,female,55-74 years,28,163800,17.094017094017094
Estonia,1985,female,75+ years,18,54500,33.027522935779814
Estonia,1985,male,15-24 years,29,107700,26.926648096564527
Estonia,1985,male,25-34 years,71,118300,60.01690617075232
Estonia,1985,male,35-54 years,184,187200,98.2905982905983
Estonia,1985,male,5-14 years,3,114100,2.629272567922875
Estonia,1985,male,55-74 years,67,99200,67.54032258064517
Estonia,1985,male,75+ years,17,19400,87.62886597938144
Estonia,1986,female,15-24 years,6,102900,5.830903790087464
Estonia,1986,female,25-34 years,14,119900,11.676396997497916
Estonia,1986,female,35-54 years,33,207500,15.903614457831326
Estonia,1986,female,5-14 years,0,109500,0.0
Estonia,1986,female,55-74 years,35,165600,21.135265700483092
Estonia,1986,female,75+ years,25,55800,44.80286738351254
Estonia,1986,male,15-24 years,22,108700,20.239190432382703
Estonia,1986,male,25-34 years,64,119200,53.69127516778523
Estonia,1986,male,35-54 years,139,188200,73.85759829968119
Estonia,1986,male,5-14 years,2,114300,1.7497812773403325
Estonia,1986,male,55-74 years,70,102000,68.62745098039215
Estonia,1986,male,75+ years,13,19800,65.65656565656566
Estonia,1987,female,15-24 years,6,103200,5.813953488372094
Estonia,1987,female,25-34 years,8,120700,6.628003314001656
Estonia,1987,female,35-54 years,24,208400,11.516314779270633
Estonia,1987,female,5-14 years,0,110000,0.0
Estonia,1987,female,55-74 years,36,167700,21.46690518783542
Estonia,1987,female,75+ years,18,57000,31.57894736842105
Estonia,1987,male,15-24 years,28,110400,25.36231884057971
Estonia,1987,male,25-34 years,50,119900,41.70141784820684
Estonia,1987,male,35-54 years,130,189600,68.56540084388186
Estonia,1987,male,5-14 years,2,114600,1.7452006980802792
Estonia,1987,male,55-74 years,75,104800,71.56488549618321
Estonia,1987,male,75+ years,19,20300,93.5960591133005
Estonia,1988,female,15-24 years,11,103600,10.617760617760618
Estonia,1988,female,25-34 years,10,120800,8.278145695364238
Estonia,1988,female,35-54 years,29,209800,13.822688274547188
Estonia,1988,female,5-14 years,0,110800,0.0
Estonia,1988,female,55-74 years,40,169100,23.65464222353637
Estonia,1988,female,75+ years,21,58000,36.206896551724135
Estonia,1988,male,15-24 years,36,111700,32.22918531781558
Estonia,1988,male,25-34 years,49,120200,40.765391014975044
Estonia,1988,male,35-54 years,105,191500,54.83028720626631
Estonia,1988,male,5-14 years,2,115000,1.7391304347826086
Estonia,1988,male,55-74 years,61,107200,56.90298507462686
Estonia,1988,male,75+ years,17,20600,82.52427184466019
Estonia,1989,female,15-24 years,8,103728,7.712478790683326
Estonia,1989,female,25-34 years,21,119736,17.538584886750854
Estonia,1989,female,35-54 years,40,211810,18.884849629384824
Estonia,1989,female,5-14 years,0,111911,0.0
Estonia,1989,female,55-74 years,36,169553,21.23229904513633
Estonia,1989,female,75+ years,15,58795,25.512373501148055
Estonia,1989,male,15-24 years,36,111833,32.19085600851269
Estonia,1989,male,25-34 years,54,119624,45.141443188657796
Estonia,1989,male,35-54 years,114,193887,58.79713441334385
Estonia,1989,male,5-14 years,5,116043,4.30874761941694
Estonia,1989,male,55-74 years,66,108790,60.66734074823054
Estonia,1989,male,75+ years,13,20939,62.08510435073308
Estonia,1990,female,15-24 years,6,103912,5.774116560166295
Estonia,1990,female,25-34 years,13,117640,11.050663039782387
Estonia,1990,female,35-54 years,37,213553,17.32590972732764
Estonia,1990,female,5-14 years,0,112603,0.0
Estonia,1990,female,55-74 years,38,170187,22.32837995851622
Estonia,1990,female,75+ years,24,58581,40.96891483586828
Estonia,1990,male,15-24 years,31,111574,27.78425081112087
Estonia,1990,male,25-34 years,63,117857,53.45461024801242
Estonia,1990,male,35-54 years,126,195427,64.47420264344231
Estonia,1990,male,5-14 years,3,116613,2.572611972936122
Estonia,1990,male,55-74 years,70,110287,63.47076264654946
Estonia,1990,male,75+ years,17,20948,81.15333206033989
Estonia,1991,female,15-24 years,7,104210,6.717205642452739
Estonia,1991,female,25-34 years,7,114626,6.106816952523861
Estonia,1991,female,35-54 years,31,213988,14.486793651980484
Estonia,1991,female,5-14 years,0,112584,0.0
Estonia,1991,female,55-74 years,41,172083,23.825712011064425
Estonia,1991,female,75+ years,22,57174,38.479028929233564
Estonia,1991,male,15-24 years,23,110633,20.789457033615648
Estonia,1991,male,25-34 years,60,115020,52.16484089723526
Estonia,1991,male,35-54 years,144,195753,73.56209100243674
Estonia,1991,male,5-14 years,3,116637,2.572082615293603
Estonia,1991,male,55-74 years,64,112270,57.0054333303643
Estonia,1991,male,75+ years,21,20455,102.66438523588366
Estonia,1992,female,15-24 years,10,103588,9.653627833339769
Estonia,1992,female,25-34 years,8,110034,7.270480033444208
Estonia,1992,female,35-54 years,40,211121,18.946480927998635
Estonia,1992,female,5-14 years,3,110885,2.7055057041078596
Estonia,1992,female,55-74 years,38,174686,21.753317380900587
Estonia,1992,female,75+ years,22,54990,40.00727404982724
Estonia,1992,male,15-24 years,38,107308,35.412084839900096
Estonia,1992,male,25-34 years,53,110029,48.16911905043216
Estonia,1992,male,35-54 years,164,193038,84.9573659072307
Estonia,1992,male,5-14 years,6,115149,5.2106401271396185
Estonia,1992,male,55-74 years,94,114501,82.09535287901416
Estonia,1992,male,75+ years,19,19486,97.505901672996
Estonia,1993,female,15-24 years,11,101687,10.817508629421656
Estonia,1993,female,25-34 years,10,104977,9.525896148680186
Estonia,1993,female,35-54 years,45,206491,21.792717358141516
Estonia,1993,female,5-14 years,1,108628,0.9205729646131752
Estonia,1993,female,55-74 years,38,176666,21.509515130245777
Estonia,1993,female,75+ years,17,53145,31.987957474833006
Estonia,1993,male,15-24 years,33,103920,31.755196304849886
Estonia,1993,male,25-34 years,75,103964,72.14035627717287
Estonia,1993,male,35-54 years,215,188220,114.22803102752098
Estonia,1993,male,5-14 years,7,113006,6.1943613613436455
Estonia,1993,male,55-74 years,101,116217,86.906390631319
Estonia,1993,male,75+ years,21,18691,112.35353913648281
Estonia,1994,female,15-24 years,10,99418,10.05854070691424
Estonia,1994,female,25-34 years,11,101305,10.858299195498741
Estonia,1994,female,35-54 years,35,202883,17.25132219062218
Estonia,1994,female,5-14 years,3,107373,2.7939984912408145
Estonia,1994,female,55-74 years,41,177949,23.04030930210341
Estonia,1994,female,75+ years,18,51891,34.688096201653465
Estonia,1994,male,15-24 years,42,102104,41.134529499334015
Estonia,1994,male,25-34 years,71,99295,71.50410393272571
Estonia,1994,male,35-54 years,224,184129,121.65384051398749
Estonia,1994,male,5-14 years,2,111954,1.7864480054308018
Estonia,1994,male,55-74 years,137,117318,116.77662421793757
Estonia,1994,male,75+ years,20,18176,110.03521126760563
Estonia,1995,female,15-24 years,7,97494,7.179929021273104
Estonia,1995,female,25-34 years,9,98531,9.134181120662532
Estonia,1995,female,35-54 years,41,200427,20.456325744535416
Estonia,1995,female,5-14 years,0,106214,0.0
Estonia,1995,female,55-74 years,53,178879,29.628967067123586
Estonia,1995,female,75+ years,18,50860,35.39127015336217
Estonia,1995,male,15-24 years,29,100625,28.819875776397513
Estonia,1995,male,25-34 years,66,95952,68.78439219609805
Estonia,1995,male,35-54 years,227,180939,125.4566456098464
Estonia,1995,male,5-14 years,5,111035,4.503084612959877
Estonia,1995,male,55-74 years,119,117994,100.85258572469786
Estonia,1995,male,75+ years,20,17701,112.98796678153778
Estonia,1996,female,15-24 years,8,96173,8.318342986077173
Estonia,1996,female,25-34 years,2,96311,2.076605995161508
Estonia,1996,female,35-54 years,40,198315,20.169931674356455
Estonia,1996,female,5-14 years,0,104236,0.0
Estonia,1996,female,55-74 years,37,179534,20.60890973297537
Estonia,1996,female,75+ years,25,50849,49.165175323015205
Estonia,1996,male,15-24 years,37,99540,37.17098653807515
Estonia,1996,male,25-34 years,53,93866,56.46346920077557
Estonia,1996,male,35-54 years,217,178056,121.87177067888754
Estonia,1996,male,5-14 years,4,109002,3.6696574374782114
Estonia,1996,male,55-74 years,100,118715,84.23535357789665
Estonia,1996,male,75+ years,22,17605,124.96449872195399
Estonia,1997,female,15-24 years,6,95553,6.279237700543154
Estonia,1997,female,25-34 years,7,94741,7.388564612997541
Estonia,1997,female,35-54 years,29,196914,14.72724133378023
