country,year,sex,age,suicides_no,population,suicides_100k_pop
Mexico,1992,male,55-74 years,243,2862600,8.488786417941732
Mexico,1992,male,75+ years,95,549600,17.285298398835515
Mexico,1993,female,15-24 years,126,9764500,1.2903886527727995
Mexico,1993,female,25-34 years,64,6871000,0.931451026051521
Mexico,1993,female,35-54 years,83,7837300,1.0590381891722915
Mexico,1993,female,5-14 years,20,10351400,0.19321058021137236
Mexico,1993,female,55-74 years,32,3305700,0.9680249266418609
Mexico,1993,female,75+ years,6,745600,0.8047210300429185
Mexico,1993,male,15-24 years,582,9745400,5.97204835101689
Mexico,1993,male,25-34 years,488,6543100,7.458238449664532
Mexico,1993,male,35-54 years,546,7427100,7.351456153815083
Mexico,1993,male,5-14 years,45,10712100,0.42008569748228636
Mexico,1993,male,55-74 years,255,2963500,8.604690399865024
Mexico,1993,male,75+ years,95,560100,16.96125691840743
Mexico,1994,female,15-24 years,168,9886600,1.6992697186090264
Mexico,1994,female,25-34 years,71,7102600,0.9996339368681891
Mexico,1994,female,35-54 years,88,8137700,1.081386632586603
Mexico,1994,female,5-14 years,26,10360700,0.2509482949993726
Mexico,1994,female,55-74 years,28,3420700,0.818545911655509
Mexico,1994,female,75+ years,12,764600,1.5694480774261053
Mexico,1994,male,15-24 years,646,9882000,6.537138231127302
Mexico,1994,male,25-34 years,550,6757200,8.139466051027053
Mexico,1994,male,35-54 years,554,7691700,7.2025690029512335
Mexico,1994,male,5-14 years,46,10730100,0.42870057129010913
Mexico,1994,male,55-74 years,299,3066800,9.749576105386723
Mexico,1994,male,75+ years,100,573400,17.439832577607255
Mexico,1995,female,15-24 years,198,9970200,1.9859180357465247
Mexico,1995,female,25-34 years,87,7352700,1.1832388102329756
Mexico,1995,female,35-54 years,89,8443500,1.0540652572985136
Mexico,1995,female,5-14 years,27,10379800,0.26012061889439103
Mexico,1995,female,55-74 years,34,3538000,0.9609949123798756
Mexico,1995,female,75+ years,8,789100,1.0138132049169941
Mexico,1995,male,15-24 years,755,9978800,7.566040004810198
Mexico,1995,male,25-34 years,640,6993100,9.151878280018876
Mexico,1995,male,35-54 years,580,7960500,7.285974499089253
Mexico,1995,male,5-14 years,50,10758200,0.46476176312022455
Mexico,1995,male,55-74 years,298,3172300,9.393815212936985
Mexico,1995,male,75+ years,111,590900,18.784904383144358
Mexico,1996,female,15-24 years,217,10401655,2.086206473873629
Mexico,1996,female,25-34 years,108,7578706,1.4250453837370125
Mexico,1996,female,35-54 years,103,8556474,1.2037668787400042
Mexico,1996,female,5-14 years,29,10980620,0.2641016627476408
Mexico,1996,female,55-74 years,33,3868948,0.8529450382894781
Mexico,1996,female,75+ years,4,953167,0.41965363886915935
Mexico,1996,male,15-24 years,771,10461846,7.369636295544782
Mexico,1996,male,25-34 years,620,7310893,8.480496158266849
Mexico,1996,male,35-54 years,638,8288306,7.6975922462322215
Mexico,1996,male,5-14 years,61,11350080,0.5374411457892807
Mexico,1996,male,55-74 years,309,3367371,9.176298067542898
Mexico,1996,male,75+ years,115,684228,16.80726307605067
Mexico,1997,female,15-24 years,255,10389836,2.4543217044041885
Mexico,1997,female,25-34 years,118,7878137,1.4978160445800828
Mexico,1997,female,35-54 years,97,8847199,1.096392202775138
Mexico,1997,female,5-14 years,30,11036261,0.27183119355368635
Mexico,1997,female,55-74 years,35,3962305,0.8833242266811868
Mexico,1997,female,75+ years,4,995305,0.4018868588020757
Mexico,1997,male,15-24 years,931,10469891,8.892165161986881
Mexico,1997,male,25-34 years,721,7614070,9.469311419516762
Mexico,1997,male,35-54 years,689,8545328,8.062885356770389
Mexico,1997,male,5-14 years,81,11419034,0.7093419636021752
Mexico,1997,male,55-74 years,280,3469821,8.069580534557835
Mexico,1997,male,75+ years,109,713693,15.272673264274696
Mexico,1998,female,15-24 years,227,10340767,2.1951949985914974
Mexico,1998,female,25-34 years,113,8178534,1.3816657117277986
Mexico,1998,female,35-54 years,95,9136813,1.0397498558851976
Mexico,1998,female,5-14 years,36,11093702,0.32450844632386916
Mexico,1998,female,55-74 years,29,4058048,0.7146292996041447
Mexico,1998,female,75+ years,10,1038891,0.9625648889055733
Mexico,1998,male,15-24 years,860,10444415,8.234065766249236
Mexico,1998,male,25-34 years,774,7923430,9.768496724272191
Mexico,1998,male,35-54 years,676,8802383,7.679738543528497
Mexico,1998,male,5-14 years,87,11488804,0.7572589801340506
Mexico,1998,male,55-74 years,288,3576372,8.052853562213327
Mexico,1998,male,75+ years,117,743519,15.735979847186151
Mexico,1999,female,15-24 years,211,10286270,2.0512780628935463
Mexico,1999,female,25-34 years,100,8457907,1.1823256037220555
Mexico,1999,female,35-54 years,114,9433287,1.2084865010467718
Mexico,1999,female,5-14 years,40,11150920,0.35871479662664607
Mexico,1999,female,55-74 years,34,4152769,0.8187308275514482
Mexico,1999,female,75+ years,9,1083212,0.8308622873454135
Mexico,1999,male,15-24 years,940,10416842,9.023848110588602
Mexico,1999,male,25-34 years,726,8214958,8.837537574750838
Mexico,1999,male,35-54 years,668,9064400,7.369489431181325
Mexico,1999,male,5-14 years,59,11553882,0.5106508790725057
Mexico,1999,male,55-74 years,317,3684714,8.603110037848257
Mexico,1999,male,75+ years,109,772816,14.104262851700794
Mexico,2000,female,15-24 years,231,10247321,2.2542477199650524
Mexico,2000,female,25-34 years,101,8702615,1.1605707020246214
Mexico,2000,female,35-54 years,111,9741546,1.1394495288530178
Mexico,2000,female,5-14 years,43,11208337,0.3836429971725511
Mexico,2000,female,55-74 years,39,4245190,0.9186867961151326
Mexico,2000,female,75+ years,12,1128113,1.063723226308003
Mexico,2000,male,15-24 years,870,10407812,8.359105641031949
Mexico,2000,male,25-34 years,797,8473261,9.406059839299179
Mexico,2000,male,35-54 years,755,9334127,8.08859789458618
Mexico,2000,male,5-14 years,75,11611360,0.645919168813989
Mexico,2000,male,55-74 years,317,3793938,8.355434379792184
Mexico,2000,male,75+ years,105,801173,13.105783644730913
Mexico,2001,female,15-24 years,263,10198732,2.578751946810643
Mexico,2001,female,25-34 years,136,8930235,1.5229162502442546
Mexico,2001,female,35-54 years,148,10069614,1.4697683545764515
Mexico,2001,female,5-14 years,61,11248880,0.542276208831457
Mexico,2001,female,55-74 years,51,4322994,1.179737931627941
Mexico,2001,female,75+ years,13,1178437,1.1031561296870347
Mexico,2001,male,15-24 years,908,10392763,8.736848901490392
Mexico,2001,male,25-34 years,837,8719740,9.598910059244886
Mexico,2001,male,35-54 years,765,9614513,7.956721260868855
Mexico,2001,male,5-14 years,79,11648383,0.678205721772713
Mexico,2001,male,55-74 years,338,3891947,8.684599250709221
Mexico,2001,male,75+ years,161,836476,19.247414151750917
Mexico,2002,female,15-24 years,260,10166352,2.5574562045461344
Mexico,2002,female,25-34 years,119,9124293,1.304210638566736
Mexico,2002,female,35-54 years,158,10409349,1.5178662950007729
Mexico,2002,female,5-14 years,63,11292233,0.5579055975908397
Mexico,2002,female,55-74 years,46,4401799,1.0450272718040965
Mexico,2002,female,75+ years,10,1227458,0.8146918265227813
Mexico,2002,male,15-24 years,919,10391176,8.84404229126713
Mexico,2002,male,25-34 years,852,8935002,9.535532280798595
Mexico,2002,male,35-54 years,824,9900926,8.322453879566416
Mexico,2002,male,5-14 years,103,11684250,0.8815285533945267
Mexico,2002,male,55-74 years,348,3991819,8.717830142098126
Mexico,2002,male,75+ years,124,869659,14.25846222484905
Mexico,2003,female,15-24 years,280,10156204,2.756935563720461
Mexico,2003,female,25-34 years,125,9280350,1.3469319583851902
Mexico,2003,female,35-54 years,171,10765671,1.5883821825875972
Mexico,2003,female,5-14 years,52,11340331,0.4585404076829856
Mexico,2003,female,55-74 years,55,4489997,1.224945139161563
Mexico,2003,female,75+ years,11,1276432,0.8617772039560275
Mexico,2003,male,15-24 years,953,10408446,9.156025789056311
Mexico,2003,male,25-34 years,911,9114537,9.995022237553043
Mexico,2003,male,35-54 years,885,10201542,8.67515910829951
Mexico,2003,male,5-14 years,91,11723507,0.7762182425446583
Mexico,2003,male,55-74 years,385,4100347,9.389449234418452
Mexico,2003,male,75+ years,151,901495,16.74995424267467
Mexico,2004,female,15-24 years,238,10169971,2.340222995719457
Mexico,2004,female,25-34 years,158,9394059,1.681914069306995
Mexico,2004,female,35-54 years,148,11144750,1.3279795419367864
Mexico,2004,female,5-14 years,50,11395153,0.43878305100422965
Mexico,2004,female,55-74 years,67,4599859,1.456566386056616
Mexico,2004,female,75+ years,14,1326483,1.0554224969336208
Mexico,2004,male,15-24 years,942,10447031,9.016915906538422
Mexico,2004,male,25-34 years,885,9254521,9.562893638687513
Mexico,2004,male,35-54 years,926,10528424,8.795238489635297
Mexico,2004,male,5-14 years,98,11772473,0.8324504120756956
Mexico,2004,male,55-74 years,390,4227720,9.224830405041015
Mexico,2004,male,75+ years,140,932624,15.011408670589647
Mexico,2005,female,15-24 years,272,10208805,2.6643666913022632
Mexico,2005,female,25-34 years,159,9465920,1.6797099489537202
Mexico,2005,female,35-54 years,177,11550016,1.5324654095717272
Mexico,2005,female,5-14 years,57,11456090,0.49755195708134276
Mexico,2005,female,55-74 years,54,4739632,1.1393289605606511
Mexico,2005,female,75+ years,11,1378312,0.7980776486020582
Mexico,2005,male,15-24 years,943,10509381,8.972935703824993
Mexico,2005,male,25-34 years,956,9355305,10.21880099045408
Mexico,2005,male,35-54 years,1018,10888804,9.349052476286651
Mexico,2005,male,5-14 years,98,11833699,0.8281434232863284
Mexico,2005,male,55-74 years,375,4380597,8.56047703087045
Mexico,2005,male,75+ years,154,963447,15.98427313593794
Mexico,2006,female,15-24 years,287,10309008,2.783973006908133
Mexico,2006,female,25-34 years,137,9546600,1.4350658873316153
Mexico,2006,female,35-54 years,161,11985917,1.3432430743513408
Mexico,2006,female,5-14 years,61,11508120,0.5300605137937386
Mexico,2006,female,55-74 years,52,4886682,1.0641167155955717
Mexico,2006,female,75+ years,11,1441037,0.7633391786609226
Mexico,2006,male,15-24 years,926,10624582,8.715637001060372
Mexico,2006,male,25-34 years,928,9459323,9.810427236706051
Mexico,2006,male,35-54 years,995,11286802,8.8156060503232
Mexico,2006,male,5-14 years,114,11875780,0.9599369472994616
Mexico,2006,male,55-74 years,419,4535133,9.23897931990087
Mexico,2006,male,75+ years,139,1009855,13.764352308004614
Mexico,2007,female,15-24 years,272,10427676,2.6084431468718434
Mexico,2007,female,25-34 years,173,9590582,1.8038529882753724
Mexico,2007,female,35-54 years,202,12451981,1.622231836042795
Mexico,2007,female,5-14 years,53,11546073,0.45903052925440535
Mexico,2007,female,55-74 years,48,5064820,0.9477138378066743
Mexico,2007,female,75+ years,14,1503866,0.9309340060883083
Mexico,2007,male,15-24 years,910,10761087,8.456394786140098
Mexico,2007,male,25-34 years,943,9530655,9.89438816114947
Mexico,2007,male,35-54 years,1030,11726685,8.783385927054406
Mexico,2007,male,5-14 years,83,11918904,0.6963727537364174
Mexico,2007,male,55-74 years,421,4716115,8.926839146204026
Mexico,2007,male,75+ years,136,1055853,12.88058091419923
Mexico,2008,female,15-24 years,325,10559325,3.077848252610844
Mexico,2008,female,25-34 years,176,9612896,1.8308738594488072
Mexico,2008,female,35-54 years,213,12936391,1.6465179507947774
Mexico,2008,female,5-14 years,73,11564700,0.6312312468114175
Mexico,2008,female,55-74 years,60,5270209,1.1384747739605772
Mexico,2008,female,75+ years,13,1565132,0.8306008694474333
Mexico,2008,male,15-24 years,997,10909870,9.138514024456754
Mexico,2008,male,25-34 years,959,9582642,10.007678466961409
Mexico,2008,male,35-54 years,1113,12193540,9.127784056147764
Mexico,2008,male,5-14 years,111,11956461,0.928368352474867
Mexico,2008,male,55-74 years,457,4918339,9.291754797707112
Mexico,2008,male,75+ years,145,1101082,13.168864807525688
Mexico,2009,female,15-24 years,359,10695396,3.356584459331847
Mexico,2009,female,25-34 years,212,9636739,2.1999143071115657
Mexico,2009,female,35-54 years,234,13420062,1.7436581142471623
Mexico,2009,female,5-14 years,81,11560068,0.7006879198288453
Mexico,2009,female,55-74 years,74,5495711,1.3465045742034107
Mexico,2009,female,75+ years,6,1622435,0.3698145072067602
Mexico,2009,male,15-24 years,1032,11057116,9.33335600350037
Mexico,2009,male,25-34 years,985,9636154,10.221920488194773
Mexico,2009,male,35-54 years,1271,12663131,10.037012173371656
Mexico,2009,male,5-14 years,109,11979752,0.9098685849256313
Mexico,2009,male,55-74 years,497,5132854,9.682722321733678
Mexico,2009,male,75+ years,163,1144924,14.23675283250242
Mexico,2010,female,15-24 years,350,10827976,3.2323677111955176
Mexico,2010,female,25-34 years,177,9676184,1.82923350775471
Mexico,2010,female,35-54 years,231,13887708,1.6633414239412292
Mexico,2010,female,5-14 years,73,11534311,0.6328943271947497
Mexico,2010,female,55-74 years,62,5735458,1.0809947522935395
Mexico,2010,female,75+ years,7,1675096,0.41788649725150084
Mexico,2010,male,15-24 years,1074,11192708,9.595533091723647
Mexico,2010,male,25-34 years,936,9704369,9.645140245594536
Mexico,2010,male,35-54 years,1191,13117850,9.079231733858826
Mexico,2010,male,5-14 years,109,11983471,0.9095862125422592
Mexico,2010,male,55-74 years,483,5353293,9.022483917842719
Mexico,2010,male,75+ years,165,1187437,13.89547403356978
Mexico,2011,female,15-24 years,439,10955599,4.007083501322018
Mexico,2011,female,25-34 years,225,9731711,2.312029200209501
Mexico,2011,female,35-54 years,222,14331297,1.5490572835103482
Mexico,2011,female,5-14 years,107,11496698,0.9307020154830544
Mexico,2011,female,55-74 years,72,5967658,1.206503455794551
Mexico,2011,female,75+ years,6,1727144,0.3473943110707619
Mexico,2011,male,15-24 years,1308,11318362,11.556442531171912
Mexico,2011,male,25-34 years,1024,9792087,10.457423427712602
Mexico,2011,male,35-54 years,1326,13558864,9.779580354224366
Mexico,2011,male,5-14 years,140,11975964,1.1690081900713796
Mexico,2011,male,55-74 years,533,5562736,9.58161595301305
Mexico,2011,male,75+ years,156,1236980,12.611359924978577
Mexico,2012,female,15-24 years,407,11076558,3.6744266585341765
Mexico,2012,female,25-34 years,214,9801779,2.183277137752239
Mexico,2012,female,35-54 years,258,14755637,1.748484325007453
Mexico,2012,female,5-14 years,79,11441953,0.6904415705955094
Mexico,2012,female,55-74 years,85,6214623,1.367741856585669
Mexico,2012,female,75+ years,8,1772584,0.45131852707685505
Mexico,2012,male,15-24 years,1251,11427075,10.947683462303345
Mexico,2012,male,25-34 years,1013,9890969,10.241665907556682
Mexico,2012,male,35-54 years,1264,13980301,9.041293173873724
Mexico,2012,male,5-14 years,123,11945793,1.029651191846368
Mexico,2012,male,55-74 years,509,5778173,8.809012814258072
Mexico,2012,male,75+ years,170,1283320,13.24689087678833
Mexico,2013,female,15-24 years,392,11186604,3.5041912630499836
Mexico,2013,female,25-34 years,212,9885421,2.144572294897708
Mexico,2013,female,35-54 years,263,15162201,1.7345766620558587
Mexico,2013,female,5-14 years,66,11378193,0.5800569563198655
Mexico,2013,female,55-74 years,94,6474009,1.4519596744459269
Mexico,2013,female,75+ years,16,1815829,0.8811402395269599
Mexico,2013,male,15-24 years,1220,11520698,10.589636148781958
Mexico,2013,male,25-34 years,1151,10000769,11.509114949060416
Mexico,2013,male,35-54 years,1469,14385858,10.211417351679684
Mexico,2013,male,5-14 years,102,11898580,0.8572451502616278
Mexico,2013,male,55-74 years,565,5999782,9.417008817987053
Mexico,2013,male,75+ years,161,1328764,12.11652332543627
Mexico,2014,female,15-24 years,416,11280468,3.687790258347438
Mexico,2014,female,25-34 years,271,9978692,2.715786798510266
Mexico,2014,female,35-54 years,333,15556091,2.1406406018067137
Mexico,2014,female,5-14 years,109,11316008,0.9632372122748587
Mexico,2014,female,55-74 years,91,6743397,1.3494682279569183
Mexico,2014,female,75+ years,8,1862263,0.42958486529561074
Mexico,2014,male,15-24 years,1334,11603241,11.496787837122403
Mexico,2014,male,25-34 years,1140,10118932,11.26601107705833
Mexico,2014,male,35-54 years,1558,14784480,10.538077768037834
Mexico,2014,male,5-14 years,129,11844045,1.0891549297558394
Mexico,2014,male,55-74 years,612,6228708,9.82547263413215
Mexico,2014,male,75+ years,177,1376264,12.860904593886056
Mexico,2015,female,15-24 years,484,11354811,4.26251040197851
Mexico,2015,female,25-34 years,267,10079012,2.649069174637355
Mexico,2015,female,35-54 years,303,15940497,1.9008190271608219
Mexico,2015,female,5-14 years,95,11261292,0.8435976973157254
Mexico,2015,female,55-74 years,88,7021916,1.253219206837564
Mexico,2015,female,75+ years,11,1915217,0.574347449923429
Mexico,2015,male,15-24 years,1347,11676480,11.53601085258571
Mexico,2015,male,25-34 years,1195,10243158,11.666323998907368
Mexico,2015,male,35-54 years,1560,15181008,10.275997483171079
Mexico,2015,male,5-14 years,137,11790898,1.1619131977903634
Mexico,2015,male,55-74 years,584,6465941,9.031941367853497
Mexico,2015,male,75+ years,163,1427654,11.417332210745741
Mongolia,2016,female,15-24 years,18,246805,7.293207187860862
Mongolia,2016,female,25-34 years,15,292237,5.132820279430736
Mongolia,2016,female,35-54 years,15,406028,3.6943264996502703
Mongolia,2016,female,5-14 years,11,259822,4.233667664785892
Mongolia,2016,female,55-74 years,1,148196,0.674782045399336
Mongolia,2016,female,75+ years,3,26305,11.40467591712602
Mongolia,2016,male,15-24 years,85,252851,33.616635884374595
Mongolia,2016,male,25-34 years,127,290660,43.69366269868575
Mongolia,2016,male,35-54 years,127,375631,33.809776083443595
Mongolia,2016,male,5-14 years,16,270753,5.909445140035383
Mongolia,2016,male,55-74 years,29,113527,25.544584107745294
Mongolia,2016,male,75+ years,3,15349,19.54524724737768
Montenegro,2000,female,15-24 years,0,48660,0.0
Montenegro,2000,female,25-34 years,0,43578,0.0
Montenegro,2000,female,35-54 years,0,86210,0.0
Montenegro,2000,female,5-14 years,0,43461,0.0
Montenegro,2000,female,55-74 years,0,58144,0.0
Montenegro,2000,female,75+ years,0,14322,0.0
Montenegro,2000,male,15-24 years,0,50621,0.0
Montenegro,2000,male,25-34 years,0,43146,0.0
Montenegro,2000,male,35-54 years,0,85940,0.0
Montenegro,2000,male,5-14 years,0,46337,0.0
Montenegro,2000,male,55-74 years,0,49448,0.0
Montenegro,2000,male,75+ years,0,8801,0.0
Montenegro,2001,female,15-24 years,0,48660,0.0
Montenegro,2001,female,25-34 years,0,43578,0.0
Montenegro,2001,female,35-54 years,0,86210,0.0
Montenegro,2001,female,5-14 years,0,43461,0.0
Montenegro,2001,female,55-74 years,0,58144,0.0
Montenegro,2001,female,75+ years,0,14322,0.0
Montenegro,2001,male,15-24 years,0,50621,0.0
Montenegro,2001,male,25-34 years,0,43146,0.0
Montenegro,2001,male,35-54 years,0,85940,0.0
Montenegro,2001,male,5-14 years,0,46337,0.0
Montenegro,2001,male,55-74 years,0,49448,0.0
Montenegro,2001,male,75+ years,0,8801,0.0
Montenegro,2002,female,15-24 years,0,48660,0.0
Montenegro,2002,female,25-34 years,0,43578,0.0
Montenegro,2002,female,35-54 years,0,86210,0.0
Montenegro,2002,female,5-14 years,0,43461,0.0
Montenegro,2002,female,55-74 years,0,58144,0.0
Montenegro,2002,female,75+ years,0,14322,0.0
Montenegro,2002,male,15-24 years,0,50621,0.0
Montenegro,2002,male,25-34 years,0,43146,0.0
Montenegro,2002,male,35-54 years,0,85940,0.0
Montenegro,2002,male,5-14 years,0,46337,0.0
Montenegro,2002,male,55-74 years,0,49448,0.0
Montenegro,2002,male,75+ years,0,8801,0.0
Montenegro,2003,female,15-24 years,0,48662,0.0
Montenegro,2003,female,25-34 years,0,43857,0.0
Montenegro,2003,female,35-54 years,0,86276,0.0
Montenegro,2003,female,5-14 years,0,43122,0.0
Montenegro,2003,female,55-74 years,0,58393,0.0
Montenegro,2003,female,75+ years,0,14696,0.0
Montenegro,2003,male,15-24 years,0,50688,0.0
Montenegro,2003,male,25-34 years,0,43303,0.0
Montenegro,2003,male,35-54 years,0,86015,0.0
Montenegro,2003,male,5-14 years,0,46019,0.0
Montenegro,2003,male,55-74 years,0,49464,0.0
Montenegro,2003,male,75+ years,0,9193,0.0
Montenegro,2004,female,15-24 years,0,48581,0.0
Montenegro,2004,female,25-34 years,0,44333,0.0
Montenegro,2004,female,35-54 years,0,86342,0.0
Montenegro,2004,female,5-14 years,0,42415,0.0
Montenegro,2004,female,55-74 years,0,59168,0.0
Montenegro,2004,female,75+ years,0,15351,0.0
Montenegro,2004,male,15-24 years,0,50659,0.0
Montenegro,2004,male,25-34 years,0,43672,0.0
Montenegro,2004,male,35-54 years,0,86065,0.0
Montenegro,2004,male,5-14 years,0,45411,0.0
Montenegro,2004,male,55-74 years,0,49788,0.0
Montenegro,2004,male,75+ years,0,9838,0.0
Montenegro,2005,female,15-24 years,2,48228,4.14696856597827
Montenegro,2005,female,25-34 years,3,44869,6.686130736142994
Montenegro,2005,female,35-54 years,9,86115,10.451140916216687
Montenegro,2005,female,5-14 years,0,41763,0.0
Montenegro,2005,female,55-74 years,16,60185,26.58469718368364
Montenegro,2005,female,75+ years,6,16010,37.47657713928795
Montenegro,2005,male,15-24 years,2,50447,3.9645568616567886
Montenegro,2005,male,25-34 years,16,44188,36.208925500135784
Montenegro,2005,male,35-54 years,29,85719,33.831472602340206
Montenegro,2005,male,5-14 years,0,44778,0.0
Montenegro,2005,male,55-74 years,29,50541,57.37915751568034
Montenegro,2005,male,75+ years,6,10389,57.75339301183945
Montenegro,2006,female,15-24 years,0,47824,0.0
Montenegro,2006,female,25-34 years,0,45421,0.0
Montenegro,2006,female,35-54 years,0,86005,0.0
Montenegro,2006,female,5-14 years,0,41138,0.0
Montenegro,2006,female,55-74 years,0,61112,0.0
Montenegro,2006,female,75+ years,0,16606,0.0
Montenegro,2006,male,15-24 years,0,50183,0.0
Montenegro,2006,male,25-34 years,0,44741,0.0
Montenegro,2006,male,35-54 years,0,85461,0.0
Montenegro,2006,male,5-14 years,0,44115,0.0
Montenegro,2006,male,55-74 years,0,51354,0.0
Montenegro,2006,male,75+ years,0,10925,0.0
Montenegro,2007,female,15-24 years,0,47411,0.0
Montenegro,2007,female,25-34 years,3,46000,6.521739130434782
Montenegro,2007,female,35-54 years,10,86182,11.6033510477826
Montenegro,2007,female,5-14 years,0,40570,0.0
Montenegro,2007,female,55-74 years,12,61941,19.373274567733812
Montenegro,2007,female,75+ years,7,17124,40.87829946274235
Montenegro,2007,male,15-24 years,5,49885,10.023053021950487
Montenegro,2007,male,25-34 years,12,45516,26.36435539151068
Montenegro,2007,male,35-54 years,27,85387,31.620738519915207
Montenegro,2007,male,5-14 years,1,43529,2.2973190286935146
Montenegro,2007,male,55-74 years,29,52283,55.46736032744869
Montenegro,2007,male,75+ years,15,11416,131.39453398738613
Montenegro,2008,female,15-24 years,1,46646,2.1438065428975692
Montenegro,2008,female,25-34 years,5,46653,10.717424388570938
Montenegro,2008,female,35-54 years,15,86228,17.395741522475298
Montenegro,2008,female,5-14 years,0,40277,0.0
Montenegro,2008,female,55-74 years,15,62838,23.87090613959706
Montenegro,2008,female,75+ years,10,17836,56.06638259699484
Montenegro,2008,male,15-24 years,7,49423,14.16344616878781
Montenegro,2008,male,25-34 years,9,46505,19.352757767981938
Montenegro,2008,male,35-54 years,22,85049,25.86744112217663
Montenegro,2008,male,5-14 years,3,43139,6.95426412295139
Montenegro,2008,male,55-74 years,30,53422,56.15663958668713
Montenegro,2008,male,75+ years,9,11937,75.39582809751194
Montenegro,2009,female,15-24 years,1,45885,2.1793614470960008
Montenegro,2009,female,25-34 years,2,47127,4.24385171982091
Montenegro,2009,female,35-54 years,10,86065,11.619125079881485
Montenegro,2009,female,5-14 years,0,39987,0.0
Montenegro,2009,female,55-74 years,12,63879,18.785516366881133
Montenegro,2009,female,75+ years,5,18663,26.790976799014093
Montenegro,2009,male,15-24 years,3,48709,6.159026052680203
Montenegro,2009,male,25-34 years,1,47403,2.109571124190452
Montenegro,2009,male,35-54 years,34,84584,40.196727513477725
Montenegro,2009,male,5-14 years,1,42803,2.3362848398476745
Montenegro,2009,male,55-74 years,23,54561,42.154652590678324
Montenegro,2009,male,75+ years,15,12568,119.35073201782303
Netherlands,1985,female,15-24 years,38,1226200,3.0990050562714075
Netherlands,1985,female,25-34 years,107,1156600,9.251253674563374
Netherlands,1985,female,35-54 years,197,1792300,10.991463482675892
Netherlands,1985,female,5-14 years,2,950900,0.2103270585760858
Netherlands,1985,female,55-74 years,195,1297300,15.031218684961074
Netherlands,1985,female,75+ years,51,474300,10.75268817204301
Netherlands,1985,male,15-24 years,136,1278200,10.639962447191364
Netherlands,1985,male,25-34 years,212,1202800,17.625540405719985
Netherlands,1985,male,35-54 years,333,1877900,17.732573619468553
Netherlands,1985,male,5-14 years,5,995000,0.5025125628140704
Netherlands,1985,male,55-74 years,256,1108000,23.104693140794225
Netherlands,1985,male,75+ years,106,258800,40.958268933539415
Netherlands,1986,female,15-24 years,44,1224400,3.59359686377001
Netherlands,1986,female,25-34 years,107,1171300,9.135148979766072
Netherlands,1986,female,35-54 years,220,1825100,12.054134020053695
Netherlands,1986,female,5-14 years,1,923700,0.10826025765941323
Netherlands,1986,female,55-74 years,171,1308200,13.07139581103807
Netherlands,1986,female,75+ years,63,486100,12.960296235342524
Netherlands,1986,male,15-24 years,104,1276700,8.146001409884859
Netherlands,1986,male,25-34 years,185,1217600,15.193823915900131
Netherlands,1986,male,35-54 years,327,1912900,17.09446390297454
Netherlands,1986,male,5-14 years,3,966300,0.3104625892579944
Netherlands,1986,male,55-74 years,267,1121600,23.80527817403709
Netherlands,1986,male,75+ years,112,261600,42.813455657492355
Netherlands,1987,female,15-24 years,44,1216200,3.6178260154579838
Netherlands,1987,female,25-34 years,111,1186400,9.35603506405934
Netherlands,1987,female,35-54 years,210,1860400,11.287895076327672
Netherlands,1987,female,5-14 years,1,901100,0.11097547442015315
Netherlands,1987,female,55-74 years,189,1318400,14.335558252427184
Netherlands,1987,female,75+ years,66,499000,13.226452905811623
Netherlands,1987,male,15-24 years,117,1268600,9.22276525303484
Netherlands,1987,male,25-34 years,189,1233700,15.319769798168112
Netherlands,1987,male,35-54 years,329,1950400,16.86833470057424
Netherlands,1987,male,5-14 years,3,942700,0.31823485732470563
Netherlands,1987,male,55-74 years,246,1134600,21.68164992067689
Netherlands,1987,male,75+ years,111,265500,41.80790960451977
Netherlands,1988,female,15-24 years,29,1200100,2.416465294558787
Netherlands,1988,female,25-34 years,100,1201900,8.320159747067144
Netherlands,1988,female,35-54 years,192,1897600,10.118043844856661
Netherlands,1988,female,5-14 years,2,884200,0.22619316896629724
Netherlands,1988,female,55-74 years,180,1325500,13.579781214635988
Netherlands,1988,female,75+ years,55,513300,10.714981492304695
Netherlands,1988,male,15-24 years,102,1250800,8.154780940198274
Netherlands,1988,male,25-34 years,202,1251700,16.138052248941438
Netherlands,1988,male,35-54 years,309,1988500,15.539351269801358
Netherlands,1988,male,5-14 years,5,925400,0.5403068943159715
Netherlands,1988,male,55-74 years,235,1145800,20.509687554547043
Netherlands,1988,male,75+ years,112,270900,41.343669250645995
Netherlands,1989,female,15-24 years,52,1175200,4.424778761061947
Netherlands,1989,female,25-34 years,88,1218500,7.221994255231843
Netherlands,1989,female,35-54 years,196,1935400,10.127105507905341
Netherlands,1989,female,5-14 years,1,875000,0.11428571428571428
Netherlands,1989,female,55-74 years,173,1330900,12.99872266887069
Netherlands,1989,female,75+ years,57,526200,10.832383124287343
Netherlands,1989,male,15-24 years,109,1224000,8.905228758169933
Netherlands,1989,male,25-34 years,195,1269800,15.356749094345567
Netherlands,1989,male,35-54 years,330,2026600,16.283430375999213
Netherlands,1989,male,5-14 years,3,916100,0.32747516646654296
Netherlands,1989,male,55-74 years,236,1155700,20.420524357532233
Netherlands,1989,male,75+ years,80,275900,28.99601304820587
Netherlands,1990,female,15-24 years,41,1147300,3.5736076004532378
Netherlands,1990,female,25-34 years,89,1232600,7.220509492130456
